"titre_clean","auteurs","annee_extrait","type_doc_std","mots_cles","methode_instruments","methode_analyse"
"the influence of poverty upon childrens classroom placement and behavior problems during elementary school: a change model approach","Pagani, Linda / Boulerice, Bernard / Tremblay, Richard E.",1997,"Autre","pauvreté / comportement / problème / école / enfant","- Social Behavior Questionnaire (SBQ);- Indicator of severe school maladjustment;- Poverty indices;- Parental status.","Analyse statistique"
"effets de la maltraitance sur les jeunes enfants et nouvelles perspectives dintervention","Jourdan-Ionescu, Colette / Palacio-Quintin, Ercilia",1997,"Article","maltraitance / intervention / enfant / développement / environnement / programme",NA,NA
"observation des interactions fraternelles chez des enfants dâge préscolaire","Coutu, Sylvain / Provost, Marc A. / Pelletier, Daniel / Cournoyer, Martine / Solomon, Catherine Ruth / Trudel, Marcel",1997,"Article","interaction / âge préscolaire / observation / fratrie / jeu / comportement","- Concentration sur le sujet-cible (Altmann, 1974) comme technique d’observation des comportements à la maison;- Grille d’Abramovitch et al. (1979) pour évaluer la nature des interactions fraternelle chez des enfants d’âge préscolaire;- Version adaptée de la grille de Parten (1932) pour noter la participation sociale en situation de jeu.","Analyse statistique"
"empathie des pères incestueux et des mères non abuseuses","Turcotte, Yvan / Lussier, Yvan / Bertrand, Jacques / Perron, Alain",1997,"Article","agression sexuelle / empathie / adulte / enfance / mère / père / inceste","- Questionnaire d’empathie émotionnelle;- Inventaire de la personnalité (NEO-FFI) (Coste et McCrae, 1985);- Index de symptômes psychologiques;- Interpersonal Reactivity Index (Davis, 1980) (Étude 2 seulement).","Analyse statistique"
"attachment and joint problem-solving experiences during the preschool period","Moss, Ellen / Gosselin, Catherine / Parent, Sophie / Rousseau, Denise / Dumont, Michelle",1997,"Article","attachement / mère / enfant / sécurité / insécurité / âge préscolaire / comportement","The Waters & Deane Q-Sort (1985) was used in this study.","Analyse statistique"
"répartition des tâches familiales et satisfaction conjugale de couples à double revenu selon les cycles familiaux","Huppé, Micheline / Cyr, Mireille",1997,"Article","tâche / satisfaction / couple / revenu / vie familiale","- Questionnaire sociodémographique;- Inventaire des tâches familiales, developpé pour l’étude.","Analyse statistique"
"étude exploratoire dun programme dintervention de soutien psychologique de groupe destiné aux familles de personnes ayant vécu un traumatisme cranio-cérébral","Coallier, Sylvie",1997,"Thèse/Mémoire","programme / intervention / soutien / traumatisme / réadaptation / comportement","Questionnaire d’informations générales, Inventaire systémique de qualité de vie (ISQV), échelles d’humeur, échelle d’adaptation sociale selon les proches, grille des comportements, échelles d’évaluation de satisfaction du programme.",NA
"prospère : un modèle dintervention communautaire visant à promouvoir lengagement des pères","Turcotte, Geneviève / Rose, Diane",1997,"Article","montréal / modèle / intervention / communautaire / promotion / engagement / père / enfant",NA,"Réflexion critique"
"lasthme chez lenfant: stress parental et soutien émotionnel entre conjoints","Morin, Marie-Claude",1997,"Thèse/Mémoire","asthme / parent | parents / stress / soutien / conjoint | conjointe","- Questionnaire de renseignements généraux;- Index de stress parental (Abidin, 1983);- Mesure du soutien émotif du conjoint (Guay-Genest, 1986);- Inventaire sur l’alliance parentale (Abindin, 1988).","Analyse statistique"
"interactions mère-enfant en situation dapprentissage et qualité de leur relation","Gagnon, Jocelyne",1997,"Thèse/Mémoire","interaction / mère / enfant / attachement / relation","Article 1 :- Tâches d’interactions;- Grille d’observation décrivant les interactions mère-enfant d’âge préscolaire (Dumais et LaFrenière, 1993);- Échelles de codification de la sensibilité maternelle;- Situation Étrangère (Ainsworth et Wittig, 1969);- Questionnaire de renseignements généraux;- Questionnaire du contexte de vie de la dyade.Article 2 :- Fiches d’interaction;- Enregistement des interactions;- Situation Étrangère (Ainsworth+ Wittig, 1969).","Analyse statistique"
"analyse de la littérature de recherche sur la famille au québec (1980-1996) : thématique et configuration","Cloutier, Richard / B.-Dandurand, Renée / Deret, Anne / Dion, Janique / Nadeau, Isabelle",1997,"Autre","littérature / recension / recherche / réflexion",NA,"Analyse de contenu, analyse statistique"
"the experience of caregiving among mothers of adults suffering from psychotic disorders: factors associated with their psychological distress","St-Onge, Myreille / Lavoie, Francine",1997,"Article","soin / mère / schizophrénie / adulte / détresse / interaction","- Filial Anxiety Items (FAI)Factor B (Cicirelli, 1988);- Questionnaire on the perception of daily support give to the child;- Questionnaire on the burden related to the participant’s daily and social life;- Life Skills Profile (Parker and Rosen, 1989);- Perceived Social Support from Friends and from Family (Procidano and Heller, 1983);- Kaplan Intimacy and Adaptation Scale (1975);- Psychiatric Symptom Index (Ilfeld, 1976, 1978).","Analyse statistique"
"crise du sens et mort subite du nourrisson","Mongeau, Suzanne",1997,"Article","mort / nourrisson / deuil / crise / stress","Entrevues","Analyse de contenu"
"père absent, exclu, empêché : vers un modèle alternatif","Gagnon, Anne",1997,"Autre","père absent / paternité / exclusion / modèle / enfant / homme / femme",NA,"Réflexion critique"
"transitions familiales et développement de lenfant : les enjeux pour lintervention","Cloutier, Richard",1997,"Article","transition / rupture / séparation / enfant / développement / intervention",NA,NA
"le contrôle parental, la perception du contrôle parental et la santé mentale des adolescent(e)s de familles réfugiées","Sidoli-Leblanc, Esther",1997,"Thèse/Mémoire","contrôle / adolescent | adolescente / santé mentale / perception / discipline / évaluation","- Child Experience of Care and Abuse (CECA; Bifulco, Brown et Harris, 1994) (entrevue semi-structurée);- Diagnostic Interview Schedule for Childre-II (DISC-II; Shaffer et al., 1989) (entrevue).","Analyse de contenu, analyse statistique"
"adults expectations for childrens sibling roles","Mendelson, Mortons J. / De Villa, Eileen P. / Fitch, Tamara A. / Goodman, Francine G.",1997,"Article","fratrie / rôle / attente / adulte","Role-expectation questionnaires","Analyse statistique"
"du côté de la famille : lexpérience de la maladie ou de la mort dun proche","Gagnier, Jean-Pierre",1997,"Article","mort / maladie / émotion / proche",NA,NA
"la difficile réparation dun père violent : la violence dans un contexte prénatal","Broué, Jacques / Guèvremont, Jocelyn",1997,"Autre","père / violence / périnatalité / psychothérapie / groupe / grossesse",NA,"Réflexion critique"
"conditions de pauvreté et santé mentale durant la grossesse","Séguin, Louise / Loiselle, Jacinthe / Potvin, Louise / St-Denis, Michelle",1997,"Autre","pauvreté / santé mentale / grossesse / stress / mère","- Beck Depression Inventory (BDI) revisé (Beck et al., 1979) version traduite en français etvalidée par Bourque et Beaudette (1982);- Questionnaire sur les données sociodémographiques et sur l’expérience d’un épisode dépressif antérieur;- Questionnaire développé pour les besoins de l’étude;- Arizona Social Support Interview Schedule (ASSIS) de Barrera (1980).","Analyse statistique"
"la paternité vue par un groupe dhommes séparés","Marlhioud, Alain / Langevin, Richard",1997,"Autre","paternité / groupe / homme / père / séparation / divorce / garde / intervention",NA,"Réflexion critique"
"la représentation de limage maternelle et de limage paternelle chez des enfants victimes de violence et des enfants non-violentés","Francoeur, Lyne",1997,"Thèse/Mémoire","mère / père / enfant / violence / maltraitance / perception / mauricie","- Questionnaire socio-démographique;- Test de Dépistage de Violence Parentale (TDPV; Palacio-Quintin, 1991, 1992).","Analyse de contenu"
"recherche épidémiologique sur la violence envers les enfants. enjeux éthiques","Bouchard, Camil",1997,"Autre","épidémiologie / violence / enfant / éthique / maltraitance / abus",NA,"Réflexion critique"
"la relation entre la qualité du fonctionnement familial et le soutien social des parents ayant un jeune présentant des retards de développement","Ricard, Julie",1997,"Thèse/Mémoire","fonctionnement / soutien / parent | parents / développement / déficience intellectuelle","- Questionnaire de renseignements généraux;- Inventaire de soutien social (Trivette + Dunst, 1988);- Inventaire des forces de la famille (Trivette, Dunst + Deal, 1988; Hamby + Sexton, 1994).","Analyse statistique"
"children of parents with bipolar disorder: a metaanalys of risk for mental disorders","Lapalme, Micheline / Hodgins, Sheilagh / Laroche, Catherine",1997,"Article","enfant / parent | parents / santé mentale / trouble / personnalité / hérédité / risque","- Schedule for Affective Disorders and Schizophrenia;- The Structure Clinical Interview for DSM-III or DSM -III-R.","Analyse statistique"
"comparaison de lestime de soi et du soutien social disponible chez les enfants de trois types de milieux familiaux","Durocher, Christine",1997,"Thèse/Mémoire","estime de soi / soutien / famille recomposée / recomposition / monoparentalité / outaouais","- Jodoin 40 (Jodoin, 1976) (test);- Sentiment d’être soutenu (Muckle, Tessier et Piché, 1991) (test).","Analyse statistique"
"le potentiel dabus des mères négligentes plus à risque : lien avec leur niveau de dépression et la perception quelles ont de leur enfant","Boisclair, Hélène",1997,"Thèse/Mémoire","abus / mère / négligence / dépression / mauricie / perception","- Liste de comportements pour enfants (CBCL) d’Achenback (1991, 1992);- Inventaire de potentiel d’abus envers l’enfant (CAPI) de Milner (1980);- Inventaire de dépression de Beck et coll (1961);- Liste de facteurs psychosociaux de Piché, Roy et Couture (1992).","Analyse statistique"
"le père-loi","Puskas, Daniel",1997,"Autre","père / mère / enfant / psychanalyse / inceste / carence",NA,"Réflexon critique"
"lart-thérapie, approche auprès des femmes adultes victimes dagression à caractère sexuel durant lenfance et ladolescence","Lambert, Jacynthe / Simard, Pierrette",1997,"Article","art / thérapie / femme / violence / approche",NA,NA
"la satisfaction conjugale et la qualité de la relation entre les mères et leur adolescente","Dubé, Monique",1997,"Thèse/Mémoire","parent | parents / adolescent | adolescente / mère / relation / satisfaction / lien / conjugalité","- Groupes de discussion;- Grille de codification des propos selon deux dimensions : chaleur et distanciation;- Questionnaire d’ajustement marital (Locke et Wallace, 1959).","Analyse de contenu"
